-25.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-19.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-19.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-19.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-18.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-18.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-17.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-17.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-17.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-16.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-16.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-15.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-15.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-15.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-14.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-14.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-13.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-13.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-13.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-12.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-12.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-11.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-11.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-11.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-10.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-10.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 -9.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 -9.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 -9.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 -8.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 -8.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 -7.80		0.000000	0.000000	0.000000	0.000126	0.000000	0.000000
 -7.40		0.000000	0.000000	0.000000	0.001008	0.000000	0.000000
 -7.00		0.000000	0.000000	0.000000	0.005922	0.000000	0.000000
 -6.60		0.000000	0.000000	0.000000	0.022177	0.000000	0.000000
 -6.20		0.000000	0.000000	0.000000	0.067414	0.000000	0.000000
 -5.80		0.000000	0.000000	0.000000	0.144279	0.000000	0.000000
 -5.40		0.000000	0.000000	0.000000	0.247606	0.000000	0.000000
 -5.00		0.000000	0.000000	0.000000	0.270161	0.000000	0.000000
 -4.60		0.000000	0.000000	0.000000	0.236895	0.000000	0.000000
 -4.20		0.000000	0.000000	0.000000	0.149320	0.000000	0.000000
 -3.80		0.000000	0.000000	0.000000	0.072203	0.000000	0.000000
 -3.40		0.000000	0.000000	0.000000	0.026840	0.000000	0.000000
 -3.00		0.000000	0.000000	0.000000	0.005670	0.000000	0.000126
 -2.60		0.000000	0.000504	0.000630	0.000378	0.000126	0.000126
 -2.20		0.000000	0.002772	0.002142	0.000000	0.002268	0.002268
 -1.80		0.000000	0.011341	0.013231	0.000000	0.012727	0.012349
 -1.40		0.000000	0.043851	0.043221	0.000000	0.039819	0.039441
 -1.00		0.000000	0.112651	0.105595	0.000000	0.103579	0.100554
 -0.60		0.000000	0.193422	0.194556	0.000000	0.202117	0.201865
 -0.20		0.000000	0.272807	0.267263	0.000000	0.264113	0.266885
  0.20		0.000000	0.263609	0.267641	0.000000	0.267389	0.264491
  0.60		0.000000	0.191658	0.195439	0.000000	0.195186	0.195439
  1.00		0.000000	0.104083	0.103705	0.000000	0.104713	0.107737
  1.40		0.000000	0.039693	0.041709	0.000000	0.043095	0.042213
  1.80		0.000000	0.010207	0.011089	0.000000	0.011719	0.012727
  2.20		0.000000	0.003150	0.003402	0.000000	0.002772	0.002898
  2.60		0.000882	0.000252	0.000378	0.000000	0.000378	0.000756
  3.00		0.004662	0.000000	0.000000	0.000000	0.000000	0.000126
  3.40		0.024446	0.000000	0.000000	0.000000	0.000000	0.000000
  3.80		0.067666	0.000000	0.000000	0.000000	0.000000	0.000000
  4.20		0.149320	0.000000	0.000000	0.000000	0.000000	0.000000
  4.60		0.246346	0.000000	0.000000	0.000000	0.000000	0.000000
  5.00		0.271799	0.000000	0.000000	0.000000	0.000000	0.000000
  5.40		0.240927	0.000000	0.000000	0.000000	0.000000	0.000000
  5.80		0.152974	0.000000	0.000000	0.000000	0.000000	0.000000
  6.20		0.063256	0.000000	0.000000	0.000000	0.000000	0.000000
  6.60		0.020287	0.000000	0.000000	0.000000	0.000000	0.000000
  7.00		0.006300	0.000000	0.000000	0.000000	0.000000	0.000000
  7.40		0.000882	0.000000	0.000000	0.000000	0.000000	0.000000
  7.80		0.000252	0.000000	0.000000	0.000000	0.000000	0.000000
  8.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
  8.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
  9.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
  9.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
  9.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 10.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 10.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 11.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 11.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 11.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 12.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 12.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 13.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 13.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 13.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 14.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 14.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 15.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 15.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 15.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 16.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 16.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 17.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 17.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 17.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 18.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 18.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 19.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 19.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 19.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 20.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 20.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 21.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 21.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 21.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 22.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 22.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 23.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 23.40		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 23.80		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 24.20		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 24.60		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
 25.00		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
